Submission time,User ID,Term,Course,Professor,Grade distribution,Recommend professor?
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Spring Qtr 2023,CSE 218,"Griswold, William G.","A+:11, A:17, A-:3, B+:1, B:1, B-:2, C+:0, C:0, C-:0, D:0, F:0, S:1, U:0, Total Students:36, Class GPA:3.85",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Spring Qtr 2023,MGT 160,"Sadoff, Sally","A+:21, A:41, A-:15, B+:6, B:3, B-:1, C+:1, C:1, C-:0, D:0, F:1, P:3, NP:0, Total Students:93, Class GPA:3.77",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Winter Qtr 2023,CSE 95,"Minnes Kemp, Mor Mia","P:19, NP:0, Total Students:19, Class GPA:0",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Winter Qtr 2023,CSE 151A,"Dasgupta, Sanjoy","A+:3, A:32, A-:24, B+:20, B:21, B-:13, C+:10, C:9, C-:4, D:1, F:0, W:1, Total Students:138, Class GPA:3.22",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Winter Qtr 2023,CSE 291,"Polikarpova, Nadezhda","A+:4, A:10, A-:2, B+:0, B:0, B-:1, C+:0, C:0, C-:0, D:0, F:0, S:1, U:1, Total Students:19, Class GPA:3.89",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Winter Qtr 2023,MGT 162R,"Gneezy, Uri","A+:85, A:45, A-:25, B+:14, B:3, B-:10, C+:3, C:4, C-:4, D:1, F:0, P:2, NP:1, Total Students:197, Class GPA:3.7",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Fall Qtr 2022,CSE 140,"Eldon, John","A+:0, A:54, A-:27, B+:26, B:40, B-:21, C+:9, C:5, C-:0, D:0, F:1, P:1, NP:0, W:1, Total Students:185, Class GPA:3.33",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Fall Qtr 2022,CSE 140L,"Eldon, John","A+:0, A:134, A-:15, B+:3, B:0, B-:4, C+:4, C:0, C-:1, D:0, F:8, W:7, Total Students:176, Class GPA:3.69",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Fall Qtr 2022,CSE 197,"Minnes Kemp, Mor Mia","P:77, NP:0, Total Students:77, Class GPA:0",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Fall Qtr 2022,MGT 112,"Ehrich, Kristine R","A+:0, A:15, A-:5, B+:3, B:5, B-:4, C+:1, C:1, C-:1, D:0, F:0, Total Students:35, Class GPA:3.43",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Spring Qtr 2022,CSE 120,"Zhou, Yuan-Yuan","A+:11, A:13, A-:20, B+:20, B:29, B-:25, C+:18, C:18, C-:17, D:6, F:8, P:3, NP:1, S:2, U:0, W:5, Total Students:196, Class GPA:2.72",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Spring Qtr 2022,CSE 130,"Polikarpova, Nadezhda","A+:12, A:59, A-:24, B+:12, B:17, B-:11, C+:10, C:13, C-:7, D:0, F:9, W:3, Total Students:177, Class GPA:3.18",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Spring Qtr 2022,MGT 181,"Buchanan, Harold G","A+:4, A:16, A-:15, B+:10, B:13, B-:14, C+:4, C:7, C-:10, D:3, F:1, P:5, NP:0, W:5, Total Students:107, Class GPA:2.97",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Winter Qtr 2022,CSE 101,"Kane, Daniel Mertz","A+:16, A:20, A-:21, B+:24, B:29, B-:18, C+:9, C:10, C-:8, D:0, F:3, P:1, NP:0, W:5, Total Students:164, Class GPA:3.11",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Winter Qtr 2022,CSE 105,"Lovett, Shachar","A+:47, A:106, A-:90, B+:23, B:31, B-:18, C+:15, C:4, C-:1, D:0, F:4, P:0, NP:1, W:4, Total Students:344, Class GPA:3.56",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Winter Qtr 2022,CSE 110,"Griswold, William G.","A+:0, A:19, A-:20, B+:14, B:6, B-:3, C+:6, C:2, C-:0, D:0, F:1, W:1, Total Students:72, Class GPA:3.38",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Winter Qtr 2022,POLI 136,"Magagna, Victor Valentine","A+:365, A:44, A-:11, B+:4, B:1, B-:3, C+:1, C:2, C-:3, D:0, F:6, P:12, NP:0, W:8, Total Students:460, Class GPA:3.89",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Fall Qtr 2021,CSE 100,"Moshiri, Niema","A+:4, A:96, A-:29, B+:8, B:19, B-:11, C+:4, C:9, C-:7, D:8, F:12, W:1, Total Students:208, Class GPA:3.23",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Fall Qtr 2021,ETHN 1,"Patel, Shaista","A+:0, A:7, A-:12, B+:1, B:1, B-:0, C+:0, C:0, C-:0, D:0, F:0, P:5, NP:0, Total Students:26, Class GPA:3.75",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Fall Qtr 2021,MGT 45,"Pecore, Joseph P.","A+:12, A:28, A-:24, B+:11, B:13, B-:7, C+:9, C:6, C-:4, D:5, F:6, P:3, NP:1, W:3, Total Students:132, Class GPA:3.1",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Fall Qtr 2021,MGT 103,"Ehrich, Kristine R","A+:0, A:21, A-:10, B+:16, B:14, B-:8, C+:2, C:2, C-:2, D:1, F:0, P:0, NP:1, Total Students:77, Class GPA:3.3",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Sum Ses II 2021,ANSC 180,"Whitley, Leila Marie",Grade Distribution is not available for classes with 10 students or less.:null,
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Spring Qtr 2021,CSE 21,"Jones, Miles E","A+:8, A:40, A-:23, B+:31, B:19, B-:10, C+:11, C:2, C-:2, D:0, F:5, P:32, NP:3, W:6, Total Students:192, Class GPA:3.29",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Spring Qtr 2021,DOC 3,"Solomon, Amanda Lee Albaniel","A+:0, A:2, A-:6, B+:3, B:1, B-:0, C+:0, C:0, C-:0, D:1, F:0, Total Students:13, Class GPA:3.39",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Spring Qtr 2021,ENG 100D,"Ngo, Anh-Thu T.","A+:24, A:13, A-:3, B+:3, B:2, B-:1, C+:1, C:0, C-:1, D:0, F:0, W:2, Total Students:50, Class GPA:3.79",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Spring Qtr 2021,MATH 183,"Ciotti, Benjamin","A+:4, A:4, A-:4, B+:2, B:0, B-:1, C+:1, C:0, C-:1, D:1, F:3, P:9, NP:4, S:1, U:0, Total Students:35, Class GPA:2.91",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Spring Qtr 2021,MGT 16,"Campbell, Robert Harold","A+:2, A:23, A-:11, B+:13, B:12, B-:7, C+:4, C:4, C-:1, D:1, F:1, P:9, NP:5, Total Students:93, Class GPA:3.27",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Winter Qtr 2021,CSE 20,"Minnes Kemp, Mor Mia","A+:0, A:40, A-:0, B+:1, B:3, B-:0, C+:0, C:0, C-:0, D:0, F:2, P:0, NP:2, W:1, Total Students:49, Class GPA:3.75",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Winter Qtr 2021,CSE 30,"Porter, Leonard Emerson","A+:7, A:20, A-:8, B+:7, B:6, B-:9, C+:4, C:5, C-:4, D:1, F:5, P:21, NP:6, W:10, Total Students:113, Class GPA:3.03",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Winter Qtr 2021,CSE 87,"Cottrell, Garrison W","P:20, NP:0, Total Students:20, Class GPA:0",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Winter Qtr 2021,DOC 2,"Johnston, Emily Ronay","A+:2, A:3, A-:7, B+:1, B:0, B-:0, C+:0, C:0, C-:0, D:0, F:0, Total Students:13, Class GPA:3.79",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Winter Qtr 2021,MATH 18,"De Vleming, Kristin Elizab","A+:8, A:9, A-:9, B+:1, B:2, B-:1, C+:3, C:0, C-:1, D:0, F:1, P:2, NP:0, Total Students:37, Class GPA:3.48",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Fall Qtr 2020,CSE 12,"Miranda, Gregory Joseph","A+:59, A:36, A-:18, B+:14, B:10, B-:5, C+:3, C:6, C-:10, D:1, F:10, P:1, NP:0, W:1, Total Students:174, Class GPA:3.33",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Fall Qtr 2020,CSE 15L,"Gillespie, Gary N","A+:6, A:16, A-:5, B+:5, B:2, B-:1, C+:1, C:1, C-:2, D:2, F:2, P:2, NP:0, W:1, Total Students:46, Class GPA:3.29",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Fall Qtr 2020,DOC 1,"Johnston, Emily Ronay","A+:3, A:7, A-:2, B+:0, B:0, B-:1, C+:0, C:0, C-:0, D:0, F:0, Total Students:13, Class GPA:3.85",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Fall Qtr 2020,MATH 20C,"Ioana, Adrian","A+:0, A:15, A-:2, B+:4, B:4, B-:1, C+:3, C:1, C-:1, D:1, F:3, Total Students:35, Class GPA:3.05",
2024-02-10T06:38:43.668Z,5a432e5e6cbc9cf1c8a64e2ce3e5fbd2,Sum Ses II 2020,TDGE 11,"Castro, Robert Jess","A+:17, A:2, A-:0, B+:0, B:0, B-:0, C+:0, C:0, C-:0, D:0, F:0, P:1, NP:0, Total Students:20, Class GPA:4",
2024-02-10T07:11:25.439Z,6b8850ccc776c1d88ad037471fab6359,Fall Qtr 2023,CSE 252A,"Ochoa, Benjamin Lawrence","A+:7, A:12, A-:9, B+:11, B:9, B-:9, C+:8, C:4, C-:2, D:4, F:8, S:2, U:1, W:4, Blank:3, Total Students:93, Class GPA:2.78",
2024-02-10T07:11:25.439Z,6b8850ccc776c1d88ad037471fab6359,Fall Qtr 2023,CSE 258,"McAuley, Julian John","A+:123, A:56, A-:2, B+:3, B:2, B-:4, C+:0, C:1, C-:0, D:0, F:0, S:2, U:0, Total Students:193, Class GPA:3.94",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Fall Qtr 2023,CSE 110,"Miranda, Gregory Joseph","A+:0, A:11, A-:11, B+:13, B:6, B-:1, C+:4, C:0, C-:0, D:1, F:0, P:2, NP:0, Total Students:49, Class GPA:3.37",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Fall Qtr 2023,ECE 101,"Siegel, Paul H.","A+:1, A:13, A-:8, B+:9, B:8, B-:8, C+:10, C:6, C-:3, D:0, F:3, W:6, Total Students:75, Class GPA:2.91",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Fall Qtr 2023,ECE 109,"Zeger, Kenneth A.","A+:9, A:17, A-:14, B+:12, B:10, B-:6, C+:10, C:6, C-:19, D:28, F:0, P:0, NP:1, W:2, Total Students:134, Class GPA:2.57",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Sum Ses II 2023,MUS 6,"Aguila, David Jonathan","A+:8, A:4, A-:2, B+:0, B:1, B-:1, C+:1, C:1, C-:0, D:1, F:2, P:3, NP:0, Total Students:24, Class GPA:3.16",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Spring Qtr 2023,CSE 101,"Jones, Miles E","A+:44, A:63, A-:45, B+:27, B:19, B-:11, C+:8, C:4, C-:1, D:1, F:7, P:3, NP:0, W:5, Total Students:238, Class GPA:3.48",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Spring Qtr 2023,CSE 140,"Chin, Bryan W.","A+:20, A:34, A-:35, B+:23, B:37, B-:22, C+:9, C:18, C-:16, D:6, F:12, P:1, NP:0, W:3, Total Students:236, Class GPA:2.94",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Spring Qtr 2023,CSE 140L,"Eldon, John","A+:0, A:160, A-:16, B+:7, B:3, B-:12, C+:7, C:2, C-:11, D:0, F:11, P:0, NP:1, W:13, Total Students:243, Class GPA:3.5",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Spring Qtr 2023,CSE 191,"Lerner, Ian Amihay","A+:0, A:8, A-:0, B+:0, B:0, B-:0, C+:0, C:0, C-:0, D:0, F:0, P:12, NP:0, Total Students:20, Class GPA:4",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Spring Qtr 2023,DOC 3,"Solomon, Amanda Lee Albaniel","A+:8, A:2, A-:3, B+:0, B:1, B-:0, C+:0, C:0, C-:0, D:0, F:0, Total Students:14, Class GPA:3.86",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Spring Qtr 2023,PSYC 155,"Willis, Jarryd Thomas","A+:168, A:36, A-:12, B+:7, B:4, B-:0, C+:0, C:2, C-:0, D:0, F:2, P:10, NP:1, W:1, Total Students:243, Class GPA:3.89",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Winter Qtr 2023,CSE 100R,"Moshiri, Niema","A+:19, A:143, A-:38, B+:13, B:21, B-:10, C+:7, C:11, C-:5, D:7, F:32, S:8, U:0, W:5, Total Students:319, Class GPA:3.19",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Winter Qtr 2023,DOC 2,"Solomon, Amanda Lee Albaniel","A+:13, A:0, A-:0, B+:0, B:1, B-:0, C+:0, C:0, C-:0, D:0, F:0, Total Students:14, Class GPA:3.93",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Winter Qtr 2023,ECE 45,"Sworder, David D.","A+:0, A:34, A-:0, B+:0, B:34, B-:0, C+:0, C:9, C-:0, D:2, F:2, W:1, Total Students:82, Class GPA:3.19",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Winter Qtr 2023,ECE 65,"Baghdadchi, Saharnaz","A+:1, A:3, A-:2, B+:1, B:4, B-:4, C+:2, C:5, C-:0, D:0, F:0, P:1, NP:0, W:1, Total Students:24, Class GPA:2.91",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Winter Qtr 2023,ETHN 2R,"Perreira, Christopher Michael","A+:0, A:15, A-:1, B+:0, B:1, B-:0, C+:0, C:0, C-:0, D:0, F:0, P:5, NP:0, W:1, Total Students:23, Class GPA:3.92",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Fall Qtr 2022,CSE 30,"Muller, P Keith","A+:20, A:39, A-:13, B+:17, B:11, B-:8, C+:9, C:9, C-:6, D:0, F:7, P:1, NP:1, W:6, Total Students:147, Class GPA:3.19",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Fall Qtr 2022,DOC 1,"Solomon, Amanda Lee Albaniel","A+:11, A:2, A-:0, B+:0, B:1, B-:0, C+:0, C:0, C-:0, D:0, F:0, Total Students:14, Class GPA:3.93",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Fall Qtr 2022,DSC 95,"Langlois, Marina","P:23, NP:0, Total Students:23, Class GPA:0",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Fall Qtr 2022,ECE 35,"Schurgers, Curt","A+:4, A:5, A-:1, B+:3, B:2, B-:1, C+:3, C:4, C-:0, D:3, F:4, Total Students:30, Class GPA:2.54",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Fall Qtr 2022,PHYS 2C,"Barreiro Guerrero, Julio","A+:8, A:5, A-:5, B+:2, B:4, B-:2, C+:1, C:0, C-:0, D:0, F:0, W:1, Total Students:28, Class GPA:3.59",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Sum Ses II 2022,HILD 7B,"Man, Simeon S","A+:0, A:20, A-:1, B+:0, B:1, B-:0, C+:0, C:0, C-:0, D:0, F:1, P:8, NP:0, Total Students:31, Class GPA:3.77",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Sum Ses II 2022,PHYS 2D,"Shotwell, Brian","A+:2, A:11, A-:0, B+:5, B:5, B-:2, C+:0, C:1, C-:0, D:0, F:1, Total Students:27, Class GPA:3.37",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Spring Qtr 2022,COGS 14A,"Davis, Joshua Daniel","A+:16, A:20, A-:5, B+:11, B:9, B-:2, C+:3, C:3, C-:0, D:2, F:2, P:1, NP:0, W:1, Total Students:75, Class GPA:3.37",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Spring Qtr 2022,CSE 12,"Cao, Yingjun","A+:7, A:29, A-:11, B+:14, B:12, B-:2, C+:2, C:1, C-:2, D:5, F:5, W:2, Total Students:92, Class GPA:3.19",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Spring Qtr 2022,CSE 15L,"Soosai Raj, Adalbert Geral","A+:15, A:14, A-:10, B+:2, B:6, B-:0, C+:0, C:0, C-:0, D:0, F:2, Total Students:49, Class GPA:3.62",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Spring Qtr 2022,DSC 20,"Langlois, Marina","A+:15, A:14, A-:27, B+:19, B:24, B-:8, C+:6, C:5, C-:0, D:2, F:8, P:1, NP:1, W:2, Total Students:132, Class GPA:3.11",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Spring Qtr 2022,MATH 20D,"Hammock, Frances H","A+:0, A:5, A-:2, B+:0, B:3, B-:2, C+:0, C:1, C-:0, D:0, F:3, Total Students:16, Class GPA:2.74",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Spring Qtr 2022,PHYS 2B,"Shotwell, Brian","A+:1, A:9, A-:2, B+:4, B:5, B-:1, C+:2, C:1, C-:4, D:2, F:1, Total Students:32, Class GPA:2.93",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Winter Qtr 2022,CHEM 6B,"Young, Mark","A+:0, A:5, A-:5, B+:6, B:5, B-:5, C+:3, C:1, C-:4, D:3, F:1, Total Students:38, Class GPA:2.78",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Winter Qtr 2022,CSE 8B,"Elsherif, May Elhussein","A+:34, A:44, A-:16, B+:10, B:7, B-:3, C+:1, C:1, C-:1, D:2, F:13, P:1, NP:0, W:1, Total Students:134, Class GPA:3.34",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Winter Qtr 2022,CSE 21,"Jones, Miles E","A+:4, A:11, A-:16, B+:12, B:6, B-:7, C+:3, C:3, C-:1, D:0, F:3, Total Students:66, Class GPA:3.19",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Winter Qtr 2022,DSC 10,"Rampure, Suraj","A+:9, A:39, A-:24, B+:11, B:12, B-:3, C+:3, C:3, C-:0, D:1, F:33, P:3, NP:0, S:1, U:0, W:1, Total Students:143, Class GPA:2.72",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Winter Qtr 2022,MATH 18,"Chan, Pak Yeung","A+:1, A:10, A-:4, B+:8, B:11, B-:0, C+:2, C:9, C-:2, D:0, F:3, P:0, NP:1, W:1, Total Students:52, Class GPA:2.88",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Fall Qtr 2021,CHEM 6A,"Brydges, Stacey","A+:7, A:6, A-:6, B+:4, B:10, B-:1, C+:2, C:1, C-:0, D:0, F:1, P:0, NP:1, Total Students:39, Class GPA:3.33",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Fall Qtr 2021,CSE 20,"Minnes Kemp, Mor Mia","A+:2, A:104, A-:45, B+:50, B:30, B-:16, C+:15, C:4, C-:5, D:9, F:12, W:4, Total Students:296, Class GPA:3.25",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Fall Qtr 2021,ECON 1,"Famulari, Melissa","A+:3, A:27, A-:19, B+:11, B:14, B-:10, C+:11, C:3, C-:1, D:6, F:1, P:4, NP:1, Total Students:111, Class GPA:3.16",
2024-02-10T08:04:54.871Z,697912d8bda64e53ad36c1ecb6a218ac,Fall Qtr 2021,MATH 20C,"Ioana, Adrian","A+:6, A:15, A-:6, B+:0, B:1, B-:0, C+:0, C:1, C-:0, D:0, F:0, P:1, NP:0, W:1, Total Students:31, Class GPA:3.83",
2024-02-10T08:20:39.399Z,0ab6b74fb27034788303a8172cf26641,Fall Qtr 2023,JAPN 10A,"Sato, Kyoko","A+:3, A:4, A-:0, B+:0, B:0, B-:0, C+:0, C:0, C-:0, D:0, F:0, P:3, NP:0, W:1, Total Students:11, Class GPA:4",
2024-02-10T08:20:39.399Z,0ab6b74fb27034788303a8172cf26641,Fall Qtr 2023,LIGN 5,"Goodall, Grant Todd","A+:12, A:18, A-:10, B+:7, B:5, B-:12, C+:2, C:5, C-:3, D:3, F:1, P:15, NP:0, Total Students:93, Class GPA:3.21",
2024-02-10T08:20:39.399Z,0ab6b74fb27034788303a8172cf26641,Fall Qtr 2023,LIGN 101,"Styler, William Francis","A+:3, A:11, A-:4, B+:4, B:3, B-:1, C+:1, C:1, C-:0, D:1, F:1, P:2, NP:0, Total Students:32, Class GPA:3.37",
2024-02-10T08:20:39.399Z,0ab6b74fb27034788303a8172cf26641,Fall Qtr 2023,MCWP 40,"Wastal, Carrie King","A+:0, A:4, A-:5, B+:4, B:1, B-:1, C+:0, C:0, C-:0, D:0, F:0, Total Students:15, Class GPA:3.56",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Spring Qtr 2023,ECE 30,"Mir Arabbaygi, Siavash","A+:0, A:3, A-:2, B+:5, B:1, B-:1, C+:0, C:1, C-:7, D:3, F:3, Total Students:26, Class GPA:2.25",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Spring Qtr 2023,MAE 281B,"Cortes, Jorge","A+:0, A:4, A-:4, B+:2, B:3, B-:0, C+:0, C:1, C-:0, D:0, F:0, S:1, U:1, W:1, Total Students:17, Class GPA:3.46",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Spring Qtr 2023,MATH 146,"Jekel, David Andrew","A+:5, A:8, A-:4, B+:2, B:0, B-:1, C+:0, C:3, C-:0, D:0, F:1, P:1, NP:0, Total Students:25, Class GPA:3.42",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Spring Qtr 2023,MATH 180C,"Nemish, Yuriy","A+:2, A:13, A-:7, B+:3, B:2, B-:2, C+:2, C:3, C-:1, D:0, F:2, Total Students:37, Class GPA:3.23",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Winter Qtr 2023,MAE 281A,"Krstic, Miroslav","A+:4, A:12, A-:4, B+:4, B:6, B-:3, C+:0, C:0, C-:0, D:0, F:0, S:2, U:0, W:2, Total Students:37, Class GPA:3.58",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Winter Qtr 2023,MATH 171A,"Gill, Philip E.","A+:6, A:7, A-:9, B+:1, B:2, B-:2, C+:1, C:1, C-:2, D:0, F:2, P:1, NP:0, W:1, Total Students:35, Class GPA:3.26",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Winter Qtr 2023,MATH 180B,"Schweinsberg, Jason","A+:3, A:4, A-:4, B+:6, B:4, B-:1, C+:1, C:1, C-:2, D:0, F:0, P:1, NP:0, W:1, Total Students:28, Class GPA:3.27",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Winter Qtr 2023,MUS 17,"Roth, Paul N","A+:0, A:11, A-:4, B+:2, B:0, B-:1, C+:0, C:0, C-:0, D:0, F:0, P:4, NP:0, Total Students:22, Class GPA:3.78",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Winter Qtr 2023,MUS 95G,"Anderson, Kenneth","P:152, NP:0, W:2, Total Students:154, Class GPA:0",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Fall Qtr 2022,ECE 17,"Gilja, Vikash","A+:12, A:18, A-:4, B+:0, B:1, B-:2, C+:2, C:3, C-:0, D:0, F:3, S:1, U:0, Total Students:46, Class GPA:3.42",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Fall Qtr 2022,ECE 161A,"Rao, Bhaskar D.","A+:0, A:11, A-:5, B+:9, B:17, B-:5, C+:1, C:2, C-:7, D:0, F:2, P:1, NP:0, S:1, U:0, W:1, Total Students:62, Class GPA:2.96",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Fall Qtr 2022,ECE 171B,"Shi, Yuanyuan","A+:1, A:7, A-:7, B+:5, B:4, B-:2, C+:0, C:2, C-:0, D:0, F:1, P:0, NP:1, Total Students:30, Class GPA:3.3",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Fall Qtr 2022,MAE 280A,"Hidalgo-Gonzalez, Patricia","A+:6, A:8, A-:8, B+:12, B:17, B-:17, C+:5, C:8, C-:4, D:1, F:1, W:4, Total Students:91, Class GPA:2.96",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Fall Qtr 2022,MATH 96,"Kane, Daniel Mertz","P:19, NP:2, Total Students:21, Class GPA:0",
2024-02-10T08:29:13.895Z,e8c6c31f6924e24c85be619b2cdeb5ce,Fall Qtr 2022,MATH 144,"Bejenaru, Ioan","A+:0, A:3, A-:0, B+:1, B:0, B-:0, C+:0, C:1, C-:0, D:0, F:2, P:2, NP:1, W:1, Total Students:11, Class GPA:2.47",
